id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Steamed-Vegetable-Dumplings-758515,Steamed Vegetable Dumplings,4,2100.0,[Appetizers],[Asian],"[garlic, brocolli florets, sliced carrots, spring onions, miso paste, tamari soy sauce, wonton wrappers]",dumpling
Easy-Steamed-Vegetable-Dumplings-755778,Easy Steamed Vegetable Dumplings,3,1800.0,[Side Dishes],[Asian],"[slaw mix, beansprouts, scallions, low sodium soy sauce, sesame oil, fresh ginger, dumplings]",dumpling
Chicken-_-Dumplings-1112685,Chicken & Dumplings,4,2400.0,,,"[chicken stock, cooked chicken, all-purpose flour, baking powder, baking soda, salt, butter, milk]",dumpling
Pork-and-Kimchi-Dumplings-1366526,Pork and Kimchi Dumplings,3,,,,"[all-purpose flour, kosher salt, boiling water, ground pork, kimchi, soy sauce, ginger, toasted sesame oil, Shaoxing wine, sugar, garlic, scallions, corn starch, vegetable oil, chinese black vinegar, garlic paste]",dumpling
Shrimp-Dumplings-897025,Shrimp Dumplings,4,1500.0,[Appetizers],[Asian],"[shrimp, ground pork, green cabbage, green onions, ginger, sesame oil, mirin, kosher salt, ground black pepper, won ton wrappers, vegetable oil, soy sauce]",dumpling
Chicken-and-Dumplings-with-a-Homemade-Dumpling-1223624,Chicken and Dumplings with a Homemade Dumpling,4,4200.0,[Main Dishes],,"[chicken breasts, chicken stock, water, bay leaves, celery, onions, carrots, dumplings, cake flour, baking soda, salt, shortening, milk]",dumpling
Sweet-Pepper-_-Sausage-Stew-with-Dilled-Potato-Dumplings-1365085,Sweet Pepper & Sausage Stew with Dilled Potato Dumplings,4,3600.0,[Soups],,"[butter, onions, garlic, chopped bell pepper, yellow tomato, chicken broth, bay leaf, cannellini beans, chicken sausage, fresh basil leaves, potato dumplings]",dumpling
Chicken-and-Dumplings-1341522,Chicken and Dumplings,4,18000.0,[Soups],,"[chicken, yellow onion, celery, carrots, parsnips, flat leaf parsley, kosher salt, ground black pepper, unsalted butter, all-purpose flour, broth, rib, baking powder, whole milk, cooked chicken]",dumpling
Cheddar-Tomato-Dumplings-Allrecipes,Cheddar Tomato Dumplings,4,2820.0,,,"[finely chopped onion, green bell pepper, vegetable oil, flour, whole peeled tomatoes, celery, sugar, salt, pepper, dumplings, baking powder, shortening, shredded cheddar cheese, milk]",dumpling
Chicken-N-Dumplings-1041697,Chicken N Dumplings,4,4200.0,[Main Dishes],,"[bone-in chicken breasts, fatfree lowsodium chicken broth, carrots, onions, celery, garlic, bay leaves, dried thyme, flat leaf parsley, kosher salt, ground pepper, lemon, all-purpose flour, milk, baking powder]",dumpling
Chicken-and-Dumplings-1073776,Chicken and Dumplings,4,3600.0,[Main Dishes],,"[chicken, broth, unsalted butter, carrots, celery, onions, garlic cloves, dried thyme, salt, pepper, all-purpose flour, cooking sherry, chicken broth, boneless chicken skinless thigh, frozen green beans, dumplings, baking powder, poultry seasoning, butter]",dumpling
Duck-Dynasty-Chicken-and-Dumplings-Copycat-1376554,Duck Dynasty Chicken and Dumplings Copycat,3,,[Main Dishes],,"[chicken, salt, freshly ground black pepper, evaporated milk, butter, all-purpose flour, baking powder, baking soda, butter flavor vegetable shortening, buttermilk]",dumpling
Crockpot-Chicken-and-Dumplings-1009300,Crockpot Chicken and Dumplings,4,3900.0,[Main Dishes],,"[soup, garlic, yellow onion, celery, carrots, chicken breasts, bay leaf, dried basil, dried thyme, cracked black pepper, water, salt, dumplings, all-purpose flour, baking powder, dried parsley, butter, sugar, milk]",dumpling
